size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right,pair
 22, 6, 3,  4,  7,   ,  greedy, 18,0.19,   0.001,"[7 0,0,9,1,10 7,6,6,3,8,4,4,1 1,4 3,0,7,3,3,7]","[3,10 7,1 1,3,9,3,7 0,6,4 3,7,4,1,0,8,7,4,0,6]","(7 0 0 9 1 10 7 6 6 3 8 4 4 1 1 4 3 0 7 3 3 7,3 10 7 1 1 3 9 3 7 0 6 4 3 7 4 1 0 8 7 4 0 6)"
 22, 6, 3,  4,  7,  0,     pso, 18,0.19,   0.438,"[7 0,0,9,1,10 7,6,6,3,8,4,4 1,1,4 3,0,7,3,3,7]","[3,10 7,1,1,3,9,3,7 0,6,4 3,7,4 1,0,8,7,4,0,6]","(7 0 0 9 1 10 7 6 6 3 8 4 4 1 1 4 3 0 7 3 3 7,3 10 7 1 1 3 9 3 7 0 6 4 3 7 4 1 0 8 7 4 0 6)"
 22, 6, 3,  4,  7,  0, psoPure, 18,0.19,   0.420,"[7,0,0,9,1,10 7,6,6,3,8,4,4 1,1,4 3,0,7,3,3 7]","[3,10 7,1,1,3,9,3 7,0,6,4 3,7,4 1,0,8,7,4,0,6]","(7 0 0 9 1 10 7 6 6 3 8 4 4 1 1 4 3 0 7 3 3 7,3 10 7 1 1 3 9 3 7 0 6 4 3 7 4 1 0 8 7 4 0 6)"
 22, 6, 3,  4,  7,  0, psoComb, 18,0.19,   1.510,"[7 0,0,9,1,10 7,6,6,3,8,4,4 1,1,4 3,0,7,3,3,7]","[3,10 7,1,1,3,9,3,7 0,6,4 3,7,4 1,0,8,7,4,0,6]","(7 0 0 9 1 10 7 6 6 3 8 4 4 1 1 4 3 0 7 3 3 7,3 10 7 1 1 3 9 3 7 0 6 4 3 7 4 1 0 8 7 4 0 6)"
 22, 6, 3,  4,  7,   ,     FPT, 18,0.19,   5.585,"[7,0,0,9,1,10,7,6,6,3,8,4,4,1,1,4,3,0,7,3,3,7]","[3,10,7,1,1,3,9,3,7,0,6,4,3,7,4,1,0,8,7,4,0,6]","(7 0 0 9 1 10 7 6 6 3 8 4 4 1 1 4 3 0 7 3 3 7,3 10 7 1 1 3 9 3 7 0 6 4 3 7 4 1 0 8 7 4 0 6)"
 22, 5, 8,  4,  6,   , combine, 19,0.14,   0.001,"[0,2,8,1,4,10 3,1 0,7,6,5 3,2,12,4,3,1,4,9,11,3]","[9,6,8,10 3,12,11,7,3,3,1 0,4,1,5 3,0,4,2,2,4,1]","(0 2 8 1 4 10 3 1 0 7 6 5 3 2 12 4 3 1 4 9 11 3,9 6 8 10 3 12 11 7 3 3 1 0 4 1 5 3 0 4 2 2 4 1)"
 22, 5, 8,  4,  6,   ,combineS, 19,0.14,   0.000,"[0,2,8,1,4,10 3,1 0,7,6,5 3,2,12,4,3,1,4,9,11,3]","[9,6,8,10 3,12,11,7,3,3,1 0,4,1,5 3,0,4,2,2,4,1]","(0 2 8 1 4 10 3 1 0 7 6 5 3 2 12 4 3 1 4 9 11 3,9 6 8 10 3 12 11 7 3 3 1 0 4 1 5 3 0 4 2 2 4 1)"
 22, 5, 8,  4,  6,   ,  greedy, 19,0.14,   0.002,"[0,2,8,1,4,10,3 1 0,7,6,5 3,2,12,4,3,1,4,9,11,3]","[9,6,8,10,3,12,11,7,3,3 1 0,4,1,5 3,0,4,2,2,4,1]","(0 2 8 1 4 10 3 1 0 7 6 5 3 2 12 4 3 1 4 9 11 3,9 6 8 10 3 12 11 7 3 3 1 0 4 1 5 3 0 4 2 2 4 1)"
 22, 5, 8,  4,  6,  0,     pso, 19,0.14,   0.274,"[0,2,8,1,4,10,3 1 0,7,6,5 3,2,12,4,3,1,4,9,11,3]","[9,6,8,10,3,12,11,7,3,3 1 0,4,1,5 3,0,4,2,2,4,1]","(0 2 8 1 4 10 3 1 0 7 6 5 3 2 12 4 3 1 4 9 11 3,9 6 8 10 3 12 11 7 3 3 1 0 4 1 5 3 0 4 2 2 4 1)"
 22, 5, 8,  4,  6,  0, psoPure, 19,0.14,   0.255,"[0,2,8,1,4,10,3 1 0,7,6,5 3,2,12,4,3,1,4,9,11,3]","[9,6,8,10,3,12,11,7,3,3 1 0,4,1,5 3,0,4,2,2,4,1]","(0 2 8 1 4 10 3 1 0 7 6 5 3 2 12 4 3 1 4 9 11 3,9 6 8 10 3 12 11 7 3 3 1 0 4 1 5 3 0 4 2 2 4 1)"
 22, 5, 8,  4,  6,  0, psoComb, 19,0.14,   1.487,"[0,2,8,1,4,10,3 1 0,7,6,5 3,2,12,4,3,1,4,9,11,3]","[9,6,8,10,3,12,11,7,3,3 1 0,4,1,5 3,0,4,2,2,4,1]","(0 2 8 1 4 10 3 1 0 7 6 5 3 2 12 4 3 1 4 9 11 3,9 6 8 10 3 12 11 7 3 3 1 0 4 1 5 3 0 4 2 2 4 1)"
 22, 5, 8,  4,  6,   ,     FPT, 19,0.14,   0.303,"[0,2,8,1,4,10,3,1,0,7,6,5,3,2,12,4,3,1,4,9,11,3]","[9,6,8,10,3,12,11,7,3,3,1,0,4,1,5,3,0,4,2,2,4,1]","(0 2 8 1 4 10 3 1 0 7 6 5 3 2 12 4 3 1 4 9 11 3,9 6 8 10 3 12 11 7 3 3 1 0 4 1 5 3 0 4 2 2 4 1)"
 22, 4, 2,  8, 32,   , combine, 13,0.43,   0.000,"[1,4,3 2,1 2 3,0,0,3 3 2 2,2 0,2,2,2 3,1 5,0]","[2 0,3 2,0,2 3,2,0,2,1 5,4,0,1 2 3,3 3 2 2,1]","(1 4 3 2 1 2 3 0 0 3 3 2 2 2 0 2 2 2 3 1 5 0,2 0 3 2 0 2 3 2 0 2 1 5 4 0 1 2 3 3 3 2 2 1)"
 22, 4, 2,  8, 32,   ,combineS, 13,0.43,   0.000,"[1,4,3 2,1 2 3,0,0,3 3 2 2,2 0,2,2,2 3,1 5,0]","[2 0,3 2,0,2 3,2,0,2,1 5,4,0,1 2 3,3 3 2 2,1]","(1 4 3 2 1 2 3 0 0 3 3 2 2 2 0 2 2 2 3 1 5 0,2 0 3 2 0 2 3 2 0 2 1 5 4 0 1 2 3 3 3 2 2 1)"
 22, 4, 2,  8, 32,   ,  greedy, 13,0.43,   0.000,"[1,4,3 2,1 2 3,0,0,3 3 2 2,2 0 2,2,2,3,1 5,0]","[2,0,3,2 0 2,3 2,0,2,1 5,4,0,1 2 3,3 3 2 2,1]","(1 4 3 2 1 2 3 0 0 3 3 2 2 2 0 2 2 2 3 1 5 0,2 0 3 2 0 2 3 2 0 2 1 5 4 0 1 2 3 3 3 2 2 1)"
 22, 4, 2,  8, 32,  1,     pso, 12,0.48,   1.676,"[1,4,3 2,1 2 3,0,0,3 3 2 2,2 0 2,2,2 3,1 5,0]","[2,0,3 2,0,2 3,2 0 2,1 5,4,0,1 2 3,3 3 2 2,1]","(1 4 3 2 1 2 3 0 0 3 3 2 2 2 0 2 2 2 3 1 5 0,2 0 3 2 0 2 3 2 0 2 1 5 4 0 1 2 3 3 3 2 2 1)"
 22, 4, 2,  8, 32,  0, psoPure, 12,0.48,   1.775,"[1,4,3 2,1 2 3,0,0,3 3 2 2,2 0 2,2,2 3,1 5,0]","[2,0,3 2,0,2 3,2 0 2,1 5,4,0,1 2 3,3 3 2 2,1]","(1 4 3 2 1 2 3 0 0 3 3 2 2 2 0 2 2 2 3 1 5 0,2 0 3 2 0 2 3 2 0 2 1 5 4 0 1 2 3 3 3 2 2 1)"
 22, 4, 2,  8, 32,  1, psoComb, 12,0.48,   2.717,"[1,4,3 2,1 2 3,0,0,3 3 2 2,2 0 2,2,2 3,1 5,0]","[2,0,3 2,0,2 3,2 0 2,1 5,4,0,1 2 3,3 3 2 2,1]","(1 4 3 2 1 2 3 0 0 3 3 2 2 2 0 2 2 2 3 1 5 0,2 0 3 2 0 2 3 2 0 2 1 5 4 0 1 2 3 3 3 2 2 1)"
 22, 4, 2,  8, 32,   ,     FPT, 12,0.48,  35.088,"[1,4,3,2,1,2,3,0,0,3,3,2,2,2,0,2,2,2,3,1,5,0]","[2,0,3,2,0,2,3,2,0,2,1,5,4,0,1,2,3,3,3,2,2,1]","(1 4 3 2 1 2 3 0 0 3 3 2 2 2 0 2 2 2 3 1 5 0,2 0 3 2 0 2 3 2 0 2 1 5 4 0 1 2 3 3 3 2 2 1)"
 22, 4,12,  4,  3,   , combine, 20,0.10,   0.000,"[5,13,1,11,2 14,2 3,8,6,1,2,9,3,15,2,7,12,10,0,0,4]","[2,15,3,2 3,2,0,7,1,2 14,0,6,12,13,10,5,1,4,9,8,11]","(5 13 1 11 2 14 2 3 8 6 1 2 9 3 15 2 7 12 10 0 0 4,2 15 3 2 3 2 0 7 1 2 14 0 6 12 13 10 5 1 4 9 8 11)"
 22, 4,12,  4,  3,   ,combineS, 20,0.10,   0.000,"[5,13,1,11,2 14,2 3,8,6,1,2,9,3,15,2,7,12,10,0,0,4]","[2,15,3,2 3,2,0,7,1,2 14,0,6,12,13,10,5,1,4,9,8,11]","(5 13 1 11 2 14 2 3 8 6 1 2 9 3 15 2 7 12 10 0 0 4,2 15 3 2 3 2 0 7 1 2 14 0 6 12 13 10 5 1 4 9 8 11)"
 22, 4,12,  4,  3,   ,  greedy, 20,0.10,   0.001,"[5,13,1,11,2 14,2 3,8,6,1,2,9,3,15,2,7,12,10,0,0,4]","[2,15,3,2 3,2,0,7,1,2 14,0,6,12,13,10,5,1,4,9,8,11]","(5 13 1 11 2 14 2 3 8 6 1 2 9 3 15 2 7 12 10 0 0 4,2 15 3 2 3 2 0 7 1 2 14 0 6 12 13 10 5 1 4 9 8 11)"
 22, 4,12,  4,  3,  0,     pso, 20,0.10,   0.134,"[5,13,1,11,2 14,2 3,8,6,1,2,9,3,15,2,7,12,10,0,0,4]","[2,15,3,2 3,2,0,7,1,2 14,0,6,12,13,10,5,1,4,9,8,11]","(5 13 1 11 2 14 2 3 8 6 1 2 9 3 15 2 7 12 10 0 0 4,2 15 3 2 3 2 0 7 1 2 14 0 6 12 13 10 5 1 4 9 8 11)"
 22, 4,12,  4,  3,  0, psoPure, 20,0.10,   0.131,"[5,13,1,11,2,14,2 3,8,6,1 2,9,3,15,2,7,12,10,0,0,4]","[2,15,3,2 3,2,0,7,1 2,14,0,6,12,13,10,5,1,4,9,8,11]","(5 13 1 11 2 14 2 3 8 6 1 2 9 3 15 2 7 12 10 0 0 4,2 15 3 2 3 2 0 7 1 2 14 0 6 12 13 10 5 1 4 9 8 11)"
 22, 4,12,  4,  3,  0, psoComb, 20,0.10,   1.411,"[5,13,1,11,2 14,2 3,8,6,1,2,9,3,15,2,7,12,10,0,0,4]","[2,15,3,2 3,2,0,7,1,2 14,0,6,12,13,10,5,1,4,9,8,11]","(5 13 1 11 2 14 2 3 8 6 1 2 9 3 15 2 7 12 10 0 0 4,2 15 3 2 3 2 0 7 1 2 14 0 6 12 13 10 5 1 4 9 8 11)"
 22, 4,12,  4,  3,   ,     FPT, 20,0.10,   0.026,"[5,13,1,11,2,14,2,3,8,6,1,2,9,3,15,2,7,12,10,0,0,4]","[2,15,3,2,3,2,0,7,1,2,14,0,6,12,13,10,5,1,4,9,8,11]","(5 13 1 11 2 14 2 3 8 6 1 2 9 3 15 2 7 12 10 0 0 4,2 15 3 2 3 2 0 7 1 2 14 0 6 12 13 10 5 1 4 9 8 11)"
 23, 5, 7,  4, 10,   , combine, 17,0.27,   0.000,"[1 4,4 5,9,6 2,3 1,7,3 0,0,10,8 4,3,2,11,3,0,1,4]","[3,4,7,1 4,3,3 0,8 4,1,10,0,0,3 1,6 2,4 5,11,2,9]","(1 4 4 5 9 6 2 3 1 7 3 0 0 10 8 4 3 2 11 3 0 1 4,3 4 7 1 4 3 3 0 8 4 1 10 0 0 3 1 6 2 4 5 11 2 9)"
 23, 5, 7,  4, 10,   ,combineS, 17,0.27,   0.000,"[1 4,4 5,9,6 2,3 1,7,3 0,0,10,8 4,3,2,11,3,0,1,4]","[3,4,7,1 4,3,3 0,8 4,1,10,0,0,3 1,6 2,4 5,11,2,9]","(1 4 4 5 9 6 2 3 1 7 3 0 0 10 8 4 3 2 11 3 0 1 4,3 4 7 1 4 3 3 0 8 4 1 10 0 0 3 1 6 2 4 5 11 2 9)"
 23, 5, 7,  4, 10,   ,  greedy, 16,0.32,   0.001,"[1,4,4 5,9,6 2,3 1,7,3,0 0,10,8 4,3,2,11,3 0,1 4]","[3,4,7,1 4,3,3 0,8 4,1,10,0 0,3 1,6 2,4 5,11,2,9]","(1 4 4 5 9 6 2 3 1 7 3 0 0 10 8 4 3 2 11 3 0 1 4,3 4 7 1 4 3 3 0 8 4 1 10 0 0 3 1 6 2 4 5 11 2 9)"
 23, 5, 7,  4, 10,  0,     pso, 16,0.32,   0.803,"[1,4,4 5,9,6 2,3 1,7,3,0 0,10,8 4,3,2,11,3 0,1 4]","[3,4,7,1 4,3,3 0,8 4,1,10,0 0,3 1,6 2,4 5,11,2,9]","(1 4 4 5 9 6 2 3 1 7 3 0 0 10 8 4 3 2 11 3 0 1 4,3 4 7 1 4 3 3 0 8 4 1 10 0 0 3 1 6 2 4 5 11 2 9)"
 23, 5, 7,  4, 10,  0, psoPure, 16,0.32,   0.791,"[1,4,4 5,9,6 2,3 1,7,3,0 0,10,8 4,3,2,11,3 0,1 4]","[3,4,7,1 4,3,3 0,8 4,1,10,0 0,3 1,6 2,4 5,11,2,9]","(1 4 4 5 9 6 2 3 1 7 3 0 0 10 8 4 3 2 11 3 0 1 4,3 4 7 1 4 3 3 0 8 4 1 10 0 0 3 1 6 2 4 5 11 2 9)"
 23, 5, 7,  4, 10,  0, psoComb, 16,0.32,   1.797,"[1,4,4 5,9,6 2,3 1,7,3,0 0,10,8 4,3,2,11,3 0,1 4]","[3,4,7,1 4,3,3 0,8 4,1,10,0 0,3 1,6 2,4 5,11,2,9]","(1 4 4 5 9 6 2 3 1 7 3 0 0 10 8 4 3 2 11 3 0 1 4,3 4 7 1 4 3 3 0 8 4 1 10 0 0 3 1 6 2 4 5 11 2 9)"
 23, 5, 7,  4, 10,   ,     FPT, 16,0.32,   0.651,"[1,4,4,5,9,6,2,3,1,7,3,0,0,10,8,4,3,2,11,3,0,1,4]","[3,4,7,1,4,3,3,0,8,4,1,10,0,0,3,1,6,2,4,5,11,2,9]","(1 4 4 5 9 6 2 3 1 7 3 0 0 10 8 4 3 2 11 3 0 1 4,3 4 7 1 4 3 3 0 8 4 1 10 0 0 3 1 6 2 4 5 11 2 9)"
 23, 6, 7,  4,  4,   , combine, 20,0.14,   0.000,"[3,5,4 5,12,9,10,7,8,5,4,7,11,2,2,13,14,6,4 4,3,6 5]","[7,7,6,2,3,4 5,3,14,5,2,10,6 5,9,4 4,12,13,11,4,5,8]","(3 5 4 5 12 9 10 7 8 5 4 7 11 2 2 13 14 6 4 4 3 6 5,7 7 6 2 3 4 5 3 14 5 2 10 6 5 9 4 4 12 13 11 4 5 8)"
 23, 6, 7,  4,  4,   ,combineS, 20,0.14,   0.000,"[3,5,4 5,12,9,10,7,8,5,4,7,11,2,2,13,14,6,4 4,3,6 5]","[7,7,6,2,3,4 5,3,14,5,2,10,6 5,9,4 4,12,13,11,4,5,8]","(3 5 4 5 12 9 10 7 8 5 4 7 11 2 2 13 14 6 4 4 3 6 5,7 7 6 2 3 4 5 3 14 5 2 10 6 5 9 4 4 12 13 11 4 5 8)"
 23, 6, 7,  4,  4,   ,  greedy, 20,0.14,   0.001,"[3,5,4 5,12,9,10,7,8,5,4,7,11,2,2,13,14,6,4 4,3,6 5]","[7,7,6,2,3,4,5,3,14,5,2,10,6 5,9,4 4,12,13,11,4 5,8]","(3 5 4 5 12 9 10 7 8 5 4 7 11 2 2 13 14 6 4 4 3 6 5,7 7 6 2 3 4 5 3 14 5 2 10 6 5 9 4 4 12 13 11 4 5 8)"
 23, 6, 7,  4,  4,  0,     pso, 20,0.14,   0.200,"[3,5,4 5,12,9,10,7,8,5,4,7,11,2,2,13,14,6,4 4,3,6 5]","[7,7,6,2,3,4 5,3,14,5,2,10,6 5,9,4 4,12,13,11,4,5,8]","(3 5 4 5 12 9 10 7 8 5 4 7 11 2 2 13 14 6 4 4 3 6 5,7 7 6 2 3 4 5 3 14 5 2 10 6 5 9 4 4 12 13 11 4 5 8)"
 23, 6, 7,  4,  4,  0, psoPure, 20,0.14,   0.197,"[3,5,4 5,12,9,10,7,8,5,4,7,11,2,2,13,14,6,4 4,3,6 5]","[7,7,6,2,3,4,5,3,14,5,2,10,6 5,9,4 4,12,13,11,4 5,8]","(3 5 4 5 12 9 10 7 8 5 4 7 11 2 2 13 14 6 4 4 3 6 5,7 7 6 2 3 4 5 3 14 5 2 10 6 5 9 4 4 12 13 11 4 5 8)"
 23, 6, 7,  4,  4,  0, psoComb, 20,0.14,   1.469,"[3,5,4 5,12,9,10,7,8,5,4,7,11,2,2,13,14,6,4 4,3,6 5]","[7,7,6,2,3,4 5,3,14,5,2,10,6 5,9,4 4,12,13,11,4,5,8]","(3 5 4 5 12 9 10 7 8 5 4 7 11 2 2 13 14 6 4 4 3 6 5,7 7 6 2 3 4 5 3 14 5 2 10 6 5 9 4 4 12 13 11 4 5 8)"
 23, 6, 7,  4,  4,   ,     FPT, 20,0.14,   0.040,"[3,5,4,5,12,9,10,7,8,5,4,7,11,2,2,13,14,6,4,4,3,6,5]","[7,7,6,2,3,4,5,3,14,5,2,10,6,5,9,4,4,12,13,11,4,5,8]","(3 5 4 5 12 9 10 7 8 5 4 7 11 2 2 13 14 6 4 4 3 6 5,7 7 6 2 3 4 5 3 14 5 2 10 6 5 9 4 4 12 13 11 4 5 8)"
 24, 5, 6,  5, 16,   , combine, 18,0.26,   0.000,"[4,1,10,4,1,3 0 3,8,11,4,4 3,0,3,2 1,1 2,9 0,12,3,7]","[10,3,4,7,4 3,1 2,2 1,11,1,1,9 0,4,3 0 3,0,8,3,4,12]","(4 1 10 4 1 3 0 3 8 11 4 4 3 0 3 2 1 1 2 9 0 12 3 7,10 3 4 7 4 3 1 2 2 1 11 1 1 9 0 4 3 0 3 0 8 3 4 12)"
 24, 5, 6,  5, 16,   ,combineS, 18,0.26,   0.000,"[4,1,10,4,1,3 0 3,8,11,4,4 3,0,3,2 1,1 2,9 0,12,3,7]","[10,3,4,7,4 3,1 2,2 1,11,1,1,9 0,4,3 0 3,0,8,3,4,12]","(4 1 10 4 1 3 0 3 8 11 4 4 3 0 3 2 1 1 2 9 0 12 3 7,10 3 4 7 4 3 1 2 2 1 11 1 1 9 0 4 3 0 3 0 8 3 4 12)"
 24, 5, 6,  5, 16,   ,  greedy, 18,0.26,   0.001,"[4,1,10,4,1,3,0,3,8,11,4,4 3 0 3,2 1,1 2,9 0,12,3,7]","[10,3,4,7,4,3,1 2,2 1,11,1,1,9 0,4 3 0 3,0,8,3,4,12]","(4 1 10 4 1 3 0 3 8 11 4 4 3 0 3 2 1 1 2 9 0 12 3 7,10 3 4 7 4 3 1 2 2 1 11 1 1 9 0 4 3 0 3 0 8 3 4 12)"
 24, 5, 6,  5, 16,  0,     pso, 18,0.26,   0.735,"[4,1,10,4,1,3,0,3,8,11,4,4 3 0 3,2 1,1 2,9 0,12,3,7]","[10,3,4,7,4,3,1 2,2 1,11,1,1,9 0,4 3 0 3,0,8,3,4,12]","(4 1 10 4 1 3 0 3 8 11 4 4 3 0 3 2 1 1 2 9 0 12 3 7,10 3 4 7 4 3 1 2 2 1 11 1 1 9 0 4 3 0 3 0 8 3 4 12)"
 24, 5, 6,  5, 16,  0, psoPure, 18,0.26,   0.760,"[4,1,10,4,1,3,0,3,8,11,4,4 3 0 3,2 1,1 2,9 0,12,3,7]","[10,3,4,7,4,3,1 2,2 1,11,1,1,9 0,4 3 0 3,0,8,3,4,12]","(4 1 10 4 1 3 0 3 8 11 4 4 3 0 3 2 1 1 2 9 0 12 3 7,10 3 4 7 4 3 1 2 2 1 11 1 1 9 0 4 3 0 3 0 8 3 4 12)"
 24, 5, 6,  5, 16,  0, psoComb, 18,0.26,   2.039,"[4,1,10,4,1,3,0,3,8,11,4,4 3 0 3,2 1,1 2,9 0,12,3,7]","[10,3,4,7,4,3,1 2,2 1,11,1,1,9 0,4 3 0 3,0,8,3,4,12]","(4 1 10 4 1 3 0 3 8 11 4 4 3 0 3 2 1 1 2 9 0 12 3 7,10 3 4 7 4 3 1 2 2 1 11 1 1 9 0 4 3 0 3 0 8 3 4 12)"
 24, 5, 6,  5, 16,   ,     FPT, 18,0.26,   9.602,"[4,1,10,4,1,3,0,3,8,11,4,4,3,0,3,2,1,1,2,9,0,12,3,7]","[10,3,4,7,4,3,1,2,2,1,11,1,1,9,0,4,3,0,3,0,8,3,4,12]","(4 1 10 4 1 3 0 3 8 11 4 4 3 0 3 2 1 1 2 9 0 12 3 7,10 3 4 7 4 3 1 2 2 1 11 1 1 9 0 4 3 0 3 0 8 3 4 12)"
 24, 3,16,  4,  1,   , combine, 23,0.04,   0.000,"[15,0 3,13,14,2,11,3,3,3,8,2,16,5,9,18,17,0,6,12,19,7,10,4]","[15,8,3,9,7,3,14,12,3,19,11,10,2,18,4,0,5,16,6,17,13,2,0 3]","(15 0 3 13 14 2 11 3 3 3 8 2 16 5 9 18 17 0 6 12 19 7 10 4,15 8 3 9 7 3 14 12 3 19 11 10 2 18 4 0 5 16 6 17 13 2 0 3)"
 24, 3,16,  4,  1,   ,combineS, 23,0.04,   0.000,"[15,0 3,13,14,2,11,3,3,3,8,2,16,5,9,18,17,0,6,12,19,7,10,4]","[15,8,3,9,7,3,14,12,3,19,11,10,2,18,4,0,5,16,6,17,13,2,0 3]","(15 0 3 13 14 2 11 3 3 3 8 2 16 5 9 18 17 0 6 12 19 7 10 4,15 8 3 9 7 3 14 12 3 19 11 10 2 18 4 0 5 16 6 17 13 2 0 3)"
 24, 3,16,  4,  1,   ,  greedy, 23,0.04,   0.001,"[15,0 3,13,14,2,11,3,3,3,8,2,16,5,9,18,17,0,6,12,19,7,10,4]","[15,8,3,9,7,3,14,12,3,19,11,10,2,18,4,0,5,16,6,17,13,2,0 3]","(15 0 3 13 14 2 11 3 3 3 8 2 16 5 9 18 17 0 6 12 19 7 10 4,15 8 3 9 7 3 14 12 3 19 11 10 2 18 4 0 5 16 6 17 13 2 0 3)"
 24, 3,16,  4,  1,  0,     pso, 23,0.04,   0.029,"[15,0 3,13,14,2,11,3,3,3,8,2,16,5,9,18,17,0,6,12,19,7,10,4]","[15,8,3,9,7,3,14,12,3,19,11,10,2,18,4,0,5,16,6,17,13,2,0 3]","(15 0 3 13 14 2 11 3 3 3 8 2 16 5 9 18 17 0 6 12 19 7 10 4,15 8 3 9 7 3 14 12 3 19 11 10 2 18 4 0 5 16 6 17 13 2 0 3)"
 24, 3,16,  4,  1,  0, psoPure, 23,0.04,   0.026,"[15,0 3,13,14,2,11,3,3,3,8,2,16,5,9,18,17,0,6,12,19,7,10,4]","[15,8,3,9,7,3,14,12,3,19,11,10,2,18,4,0,5,16,6,17,13,2,0 3]","(15 0 3 13 14 2 11 3 3 3 8 2 16 5 9 18 17 0 6 12 19 7 10 4,15 8 3 9 7 3 14 12 3 19 11 10 2 18 4 0 5 16 6 17 13 2 0 3)"
 24, 3,16,  4,  1,  0, psoComb, 23,0.04,   1.486,"[15,0 3,13,14,2,11,3,3,3,8,2,16,5,9,18,17,0,6,12,19,7,10,4]","[15,8,3,9,7,3,14,12,3,19,11,10,2,18,4,0,5,16,6,17,13,2,0 3]","(15 0 3 13 14 2 11 3 3 3 8 2 16 5 9 18 17 0 6 12 19 7 10 4,15 8 3 9 7 3 14 12 3 19 11 10 2 18 4 0 5 16 6 17 13 2 0 3)"
 24, 3,16,  4,  1,   ,     FPT, 22,0.09,   0.028,"[15,0,3,13,14,2,11,3,3,3,8,2,16,5,9,18,17,0,6,12,19,7,10,4]","[15,8,3,9,7,3,14,12,3,19,11,10,2,18,4,0,5,16,6,17,13,2,0,3]","(15 0 3 13 14 2 11 3 3 3 8 2 16 5 9 18 17 0 6 12 19 7 10 4,15 8 3 9 7 3 14 12 3 19 11 10 2 18 4 0 5 16 6 17 13 2 0 3)"
 25, 3, 9,  6, 20,   , combine, 18,0.29,   0.000,"[10,0 1,1,4,1 2 9 5,0 2,2,1,6,7,1 2,2,2,0,3,8,0,11 0]","[2,7,3,0,4,10,1 2,0 1,0 2,1 2 9 5,11 0,1,2,6,0,1,2,8]","(10 0 1 1 4 1 2 9 5 0 2 2 1 6 7 1 2 2 2 0 3 8 0 11 0,2 7 3 0 4 10 1 2 0 1 0 2 1 2 9 5 11 0 1 2 6 0 1 2 8)"
 25, 3, 9,  6, 20,   ,combineS, 18,0.29,   0.000,"[10,0 1,1,4,1 2 9 5,0 2,2,1,6,7,1 2,2,2,0,3,8,0,11 0]","[2,7,3,0,4,10,1 2,0 1,0 2,1 2 9 5,11 0,1,2,6,0,1,2,8]","(10 0 1 1 4 1 2 9 5 0 2 2 1 6 7 1 2 2 2 0 3 8 0 11 0,2 7 3 0 4 10 1 2 0 1 0 2 1 2 9 5 11 0 1 2 6 0 1 2 8)"
 25, 3, 9,  6, 20,   ,  greedy, 18,0.29,   0.001,"[10,0 1,1,4,1 2 9 5,0 2,2,1,6,7,1 2,2,2 0,3,8,0,11,0]","[2,7,3,0,4,10,1,2 0,1,0 2,1 2 9 5,11,0 1,2,6,0,1 2,8]","(10 0 1 1 4 1 2 9 5 0 2 2 1 6 7 1 2 2 2 0 3 8 0 11 0,2 7 3 0 4 10 1 2 0 1 0 2 1 2 9 5 11 0 1 2 6 0 1 2 8)"
 25, 3, 9,  6, 20,  1,     pso, 17,0.33,   1.219,"[10,0 1,1,4,1 2 9 5,0 2,2,1,6,7,1 2,2,2 0,3,8,0,11 0]","[2,7,3,0,4,10,1,2 0,1,0 2,1 2 9 5,11 0,1 2,6,0 1,2,8]","(10 0 1 1 4 1 2 9 5 0 2 2 1 6 7 1 2 2 2 0 3 8 0 11 0,2 7 3 0 4 10 1 2 0 1 0 2 1 2 9 5 11 0 1 2 6 0 1 2 8)"
 25, 3, 9,  6, 20,  0, psoPure, 17,0.33,   1.301,"[10,0 1,1,4,1 2 9 5,0 2,2,1,6,7,1 2,2,2 0,3,8,0,11 0]","[2,7,3,0,4,10,1,2 0,1,0 2,1 2 9 5,11 0,1 2,6,0 1,2,8]","(10 0 1 1 4 1 2 9 5 0 2 2 1 6 7 1 2 2 2 0 3 8 0 11 0,2 7 3 0 4 10 1 2 0 1 0 2 1 2 9 5 11 0 1 2 6 0 1 2 8)"
 25, 3, 9,  6, 20,  1, psoComb, 17,0.33,   2.580,"[10,0 1,1,4,1 2 9 5,0 2,2,1,6,7,1 2,2,2 0,3,8,0,11 0]","[2,7,3,0,4,10,1,2 0,1,0 2,1 2 9 5,11 0,1 2,6,0 1,2,8]","(10 0 1 1 4 1 2 9 5 0 2 2 1 6 7 1 2 2 2 0 3 8 0 11 0,2 7 3 0 4 10 1 2 0 1 0 2 1 2 9 5 11 0 1 2 6 0 1 2 8)"
 25, 3, 9,  6, 20,   ,     FPT, 17,0.33,  49.098,"[10,0,1,1,4,1,2,9,5,0,2,2,1,6,7,1,2,2,2,0,3,8,0,11,0]","[2,7,3,0,4,10,1,2,0,1,0,2,1,2,9,5,11,0,1,2,6,0,1,2,8]","(10 0 1 1 4 1 2 9 5 0 2 2 1 6 7 1 2 2 2 0 3 8 0 11 0,2 7 3 0 4 10 1 2 0 1 0 2 1 2 9 5 11 0 1 2 6 0 1 2 8)"
